term	gene
GO:0000139	TRINITY_DN21124_c0_g1
GO:0000139	TRINITY_DN3362_c1_g2
GO:0000139	TRINITY_DN11062_c0_g1
GO:0000139	TRINITY_DN5651_c1_g2
GO:0000139	TRINITY_DN1264_c0_g1
GO:0000139	TRINITY_DN39301_c0_g1
GO:0000139	TRINITY_DN83760_c1_g1
GO:0000139	TRINITY_DN8652_c0_g2
GO:0000139	TRINITY_DN12540_c0_g2
GO:0000139	TRINITY_DN39456_c1_g1
GO:0000139	TRINITY_DN9814_c1_g1
GO:0000139	TRINITY_DN9042_c0_g1
GO:0000139	TRINITY_DN23375_c0_g1
GO:0000139	TRINITY_DN7228_c1_g1
GO:0000139	TRINITY_DN72774_c0_g1
GO:0000139	TRINITY_DN34157_c0_g1
GO:0000139	TRINITY_DN22700_c0_g1
GO:0000139	TRINITY_DN2803_c0_g1
GO:0000139	TRINITY_DN17815_c0_g1
GO:0000139	TRINITY_DN5348_c0_g1
GO:0000139	TRINITY_DN65643_c2_g1
GO:0000139	TRINITY_DN9130_c0_g2
GO:0000139	TRINITY_DN1565_c0_g1
GO:0000139	TRINITY_DN11123_c0_g1
GO:0000139	TRINITY_DN12427_c0_g1
GO:0000139	TRINITY_DN33770_c0_g2
GO:0000139	TRINITY_DN25890_c0_g1
GO:0000139	TRINITY_DN33380_c0_g1
GO:0000139	TRINITY_DN3280_c0_g2
GO:0000139	TRINITY_DN1574_c1_g2
GO:0000139	TRINITY_DN203_c0_g2
GO:0000139	TRINITY_DN18206_c0_g1
GO:0000139	TRINITY_DN137021_c0_g2
GO:0000139	TRINITY_DN29182_c0_g2
GO:0000139	TRINITY_DN2286_c3_g1
GO:0000139	TRINITY_DN12506_c0_g1
GO:0000139	TRINITY_DN274574_c0_g1
GO:0000139	TRINITY_DN64139_c0_g1
GO:0000139	TRINITY_DN13012_c2_g1
GO:0000139	TRINITY_DN260565_c0_g1
GO:0000145	TRINITY_DN41854_c0_g2
GO:0000145	TRINITY_DN3519_c0_g1
GO:0000145	TRINITY_DN219_c1_g1
GO:0000145	TRINITY_DN21682_c0_g1
GO:0000145	TRINITY_DN11496_c0_g1
GO:0000145	TRINITY_DN2310_c0_g2
GO:0000151	TRINITY_DN135123_c0_g1
GO:0000151	TRINITY_DN110270_c0_g1
GO:0000151	TRINITY_DN3679_c0_g1
GO:0000151	TRINITY_DN16388_c0_g1
GO:0000151	TRINITY_DN6866_c1_g1
GO:0000151	TRINITY_DN135689_c0_g1
GO:0000151	TRINITY_DN3125_c0_g1
GO:0000151	TRINITY_DN52293_c0_g1
GO:0000151	TRINITY_DN4613_c1_g1
GO:0000151	TRINITY_DN668_c0_g1
GO:0000151	TRINITY_DN51312_c0_g1
GO:0000151	TRINITY_DN6484_c0_g1
GO:0000151	TRINITY_DN3779_c0_g1
GO:0000151	TRINITY_DN4049_c1_g1
GO:0000151	TRINITY_DN92955_c0_g1
GO:0000151	TRINITY_DN668_c12_g1
GO:0000151	TRINITY_DN133236_c0_g1
GO:0000151	TRINITY_DN8747_c1_g1
GO:0000151	TRINITY_DN15899_c0_g1
GO:0000151	TRINITY_DN10942_c0_g1
GO:0000151	TRINITY_DN3968_c0_g1
GO:0000151	TRINITY_DN38739_c0_g1
GO:0000151	TRINITY_DN9256_c0_g1
GO:0000151	TRINITY_DN56235_c0_g1
GO:0000151	TRINITY_DN151888_c0_g1
GO:0000151	TRINITY_DN57886_c0_g1
GO:0000151	TRINITY_DN34771_c0_g1
GO:0000151	TRINITY_DN3459_c0_g1
GO:0000151	TRINITY_DN7382_c0_g1
GO:0000151	TRINITY_DN2920_c0_g1
GO:0000151	TRINITY_DN151136_c0_g1
GO:0000151	TRINITY_DN1426_c0_g1
GO:0000151	TRINITY_DN10470_c0_g2
GO:0000151	TRINITY_DN4668_c0_g1
GO:0000151	TRINITY_DN125030_c1_g1
GO:0000151	TRINITY_DN75505_c0_g2
GO:0000151	TRINITY_DN7984_c0_g1
GO:0000151	TRINITY_DN135660_c0_g2
GO:0000151	TRINITY_DN7032_c1_g1
GO:0000151	TRINITY_DN13226_c0_g1
GO:0000151	TRINITY_DN3374_c1_g1
GO:0000151	TRINITY_DN3525_c1_g1
GO:0000151	TRINITY_DN60477_c1_g1
GO:0000151	TRINITY_DN10470_c0_g1
GO:0000151	TRINITY_DN10174_c0_g1
GO:0000151	TRINITY_DN3990_c1_g2
GO:0000151	TRINITY_DN30365_c0_g1
GO:0000151	TRINITY_DN16709_c0_g1
GO:0000151	TRINITY_DN502_c0_g1
GO:0000151	TRINITY_DN6462_c0_g1
GO:0000151	TRINITY_DN298_c3_g1
GO:0000151	TRINITY_DN10473_c0_g3
GO:0000151	TRINITY_DN13116_c0_g1
GO:0000151	TRINITY_DN31336_c0_g1
GO:0000151	TRINITY_DN7032_c0_g1
GO:0000151	TRINITY_DN4797_c0_g1
GO:0000151	TRINITY_DN4477_c0_g1
GO:0000151	TRINITY_DN67898_c0_g1
GO:0000151	TRINITY_DN9957_c0_g1
GO:0000151	TRINITY_DN3118_c2_g1
GO:0000151	TRINITY_DN126060_c0_g1
GO:0000151	TRINITY_DN18944_c0_g1
GO:0000151	TRINITY_DN6239_c0_g1
GO:0000151	TRINITY_DN2431_c4_g1
GO:0000151	TRINITY_DN5785_c2_g1
GO:0000151	TRINITY_DN1795_c0_g1
GO:0000151	TRINITY_DN1795_c0_g2
GO:0000151	TRINITY_DN162179_c0_g1
GO:0000151	TRINITY_DN934_c1_g1
GO:0000151	TRINITY_DN1526_c0_g1
GO:0000151	TRINITY_DN65350_c0_g1
GO:0000151	TRINITY_DN7682_c1_g1
GO:0000151	TRINITY_DN10706_c0_g2
GO:0000151	TRINITY_DN8151_c0_g1
GO:0000151	TRINITY_DN15054_c0_g1
GO:0000151	TRINITY_DN20166_c0_g1
GO:0000151	TRINITY_DN17754_c0_g1
GO:0000151	TRINITY_DN20556_c0_g2
GO:0000151	TRINITY_DN87268_c0_g1
GO:0000151	TRINITY_DN2319_c4_g1
GO:0000151	TRINITY_DN73915_c1_g1
GO:0000151	TRINITY_DN502_c0_g2
GO:0000151	TRINITY_DN32057_c0_g1
GO:0000151	TRINITY_DN19644_c1_g1
GO:0000151	TRINITY_DN164654_c0_g1
GO:0000151	TRINITY_DN19285_c0_g1
GO:0000151	TRINITY_DN11365_c0_g1
GO:0000151	TRINITY_DN13199_c0_g1
GO:0000151	TRINITY_DN7595_c0_g1
GO:0000151	TRINITY_DN11453_c0_g1
GO:0000151	TRINITY_DN18032_c0_g1
GO:0000151	TRINITY_DN80629_c0_g1
GO:0000151	TRINITY_DN9715_c0_g1
GO:0000151	TRINITY_DN174462_c1_g1
GO:0000151	TRINITY_DN162793_c1_g1
GO:0000151	TRINITY_DN381_c0_g1
GO:0000151	TRINITY_DN1237_c0_g2
GO:0000151	TRINITY_DN12940_c0_g2
GO:0000151	TRINITY_DN33192_c0_g1
GO:0000151	TRINITY_DN31651_c0_g1
GO:0000151	TRINITY_DN5991_c0_g2
GO:0000151	TRINITY_DN3821_c0_g1
GO:0000151	TRINITY_DN3679_c1_g2
GO:0000151	TRINITY_DN2048_c0_g1
GO:0000151	TRINITY_DN164049_c0_g1
GO:0000151	TRINITY_DN2525_c0_g1
GO:0000151	TRINITY_DN103043_c0_g1
GO:0000151	TRINITY_DN89783_c0_g1
GO:0000151	TRINITY_DN7964_c0_g1
GO:0000151	TRINITY_DN155596_c1_g1
GO:0000151	TRINITY_DN13116_c1_g1
GO:0000151	TRINITY_DN16678_c0_g1
GO:0000151	TRINITY_DN11041_c0_g1
GO:0000152	TRINITY_DN13116_c0_g1
GO:0000152	TRINITY_DN151888_c0_g1
GO:0000152	TRINITY_DN20556_c0_g2
GO:0000152	TRINITY_DN17754_c0_g1
GO:0000152	TRINITY_DN1426_c0_g1
GO:0000152	TRINITY_DN103043_c0_g1
GO:0000152	TRINITY_DN9256_c0_g1
GO:0000152	TRINITY_DN33192_c0_g1
GO:0000152	TRINITY_DN2431_c4_g1
GO:0000152	TRINITY_DN13116_c1_g1
GO:0000152	TRINITY_DN57886_c0_g1
GO:0000152	TRINITY_DN135123_c0_g1
GO:0000152	TRINITY_DN3459_c0_g1
GO:0000153	TRINITY_DN3779_c0_g1
GO:0000153	TRINITY_DN11041_c0_g1
GO:0000153	TRINITY_DN162179_c0_g1
GO:0000159	TRINITY_DN337_c0_g2
GO:0000159	TRINITY_DN716_c5_g1
GO:0000159	TRINITY_DN9151_c2_g1
GO:0000159	TRINITY_DN8235_c0_g1
GO:0000159	TRINITY_DN9151_c1_g1
GO:0000159	TRINITY_DN24387_c0_g1
GO:0000159	TRINITY_DN6837_c2_g1
GO:0000159	TRINITY_DN27930_c0_g1
GO:0000159	TRINITY_DN716_c5_g2
GO:0000164	TRINITY_DN82100_c0_g1
GO:0000164	TRINITY_DN4631_c1_g1
GO:0000164	TRINITY_DN11722_c0_g1
GO:0000172	TRINITY_DN3438_c0_g1
GO:0000176	TRINITY_DN15124_c0_g1
GO:0000176	TRINITY_DN6757_c0_g1
GO:0000177	TRINITY_DN494_c0_g1
GO:0000177	TRINITY_DN6757_c0_g1
GO:0000177	TRINITY_DN33213_c0_g1
GO:0000178	TRINITY_DN33213_c0_g1
GO:0000178	TRINITY_DN494_c0_g1
GO:0000178	TRINITY_DN6757_c0_g1
GO:0000178	TRINITY_DN15124_c0_g1
GO:0000178	TRINITY_DN40615_c0_g1
GO:0000214	TRINITY_DN6543_c1_g2
GO:0000220	TRINITY_DN11094_c0_g1
GO:0000220	TRINITY_DN7029_c0_g1
GO:0000220	TRINITY_DN3726_c0_g1
GO:0000220	TRINITY_DN61159_c0_g1
GO:0000221	TRINITY_DN39223_c0_g1
GO:0000221	TRINITY_DN9490_c3_g1
GO:0000221	TRINITY_DN196953_c0_g1
GO:0000228	TRINITY_DN1710_c0_g1
GO:0000228	TRINITY_DN6486_c0_g2
GO:0000228	TRINITY_DN17149_c0_g1
GO:0000228	TRINITY_DN4322_c1_g1
GO:0000228	TRINITY_DN1911_c0_g1
GO:0000228	TRINITY_DN2955_c0_g1
GO:0000228	TRINITY_DN3321_c3_g1
GO:0000228	TRINITY_DN70337_c1_g1
GO:0000228	TRINITY_DN74183_c2_g1
GO:0000228	TRINITY_DN16161_c0_g1
GO:0000228	TRINITY_DN6418_c0_g1
GO:0000228	TRINITY_DN94140_c0_g2
GO:0000228	TRINITY_DN7035_c5_g1
GO:0000228	TRINITY_DN38055_c1_g3
GO:0000228	TRINITY_DN3066_c0_g1
GO:0000228	TRINITY_DN955_c1_g1
GO:0000228	TRINITY_DN56519_c0_g2
GO:0000228	TRINITY_DN75_c2_g1
GO:0000228	TRINITY_DN70321_c0_g1
GO:0000228	TRINITY_DN27931_c0_g2
GO:0000228	TRINITY_DN25437_c0_g1
GO:0000228	TRINITY_DN3695_c0_g1
GO:0000228	TRINITY_DN8511_c0_g1
GO:0000228	TRINITY_DN77128_c0_g1
GO:0000228	TRINITY_DN25007_c0_g1
GO:0000228	TRINITY_DN8689_c0_g1
GO:0000228	TRINITY_DN26265_c0_g1
GO:0000228	TRINITY_DN88225_c0_g1
GO:0000228	TRINITY_DN20667_c3_g1
GO:0000228	TRINITY_DN16703_c1_g1
GO:0000228	TRINITY_DN37748_c1_g4
GO:0000228	TRINITY_DN5225_c1_g1
GO:0000228	TRINITY_DN547_c0_g2
GO:0000228	TRINITY_DN1911_c0_g2
GO:0000228	TRINITY_DN1609_c1_g2
GO:0000228	TRINITY_DN3805_c0_g2
GO:0000228	TRINITY_DN10158_c0_g1
GO:0000228	TRINITY_DN3408_c0_g1
GO:0000228	TRINITY_DN8020_c0_g1
GO:0000228	TRINITY_DN364_c0_g2
GO:0000228	TRINITY_DN196088_c1_g1
GO:0000228	TRINITY_DN20519_c0_g1
GO:0000228	TRINITY_DN56090_c0_g1
GO:0000228	TRINITY_DN2512_c0_g1
GO:0000228	TRINITY_DN120329_c0_g1
GO:0000228	TRINITY_DN120029_c0_g1
GO:0000228	TRINITY_DN547_c0_g1
GO:0000228	TRINITY_DN554_c0_g1
GO:0000228	TRINITY_DN587_c0_g1
GO:0000228	TRINITY_DN166710_c0_g1
GO:0000228	TRINITY_DN9652_c0_g1
GO:0000228	TRINITY_DN518_c1_g1
GO:0000228	TRINITY_DN35899_c0_g1
GO:0000228	TRINITY_DN34399_c0_g1
GO:0000228	TRINITY_DN185833_c0_g1
GO:0000228	TRINITY_DN3365_c1_g1
GO:0000228	TRINITY_DN67342_c0_g1
GO:0000228	TRINITY_DN4355_c1_g1
GO:0000228	TRINITY_DN14327_c0_g1
GO:0000228	TRINITY_DN4818_c0_g1
GO:0000228	TRINITY_DN152_c0_g1
GO:0000228	TRINITY_DN7550_c0_g1
GO:0000228	TRINITY_DN111319_c0_g1
GO:0000228	TRINITY_DN3824_c1_g1
GO:0000228	TRINITY_DN152_c0_g2
GO:0000228	TRINITY_DN63812_c0_g1
GO:0000228	TRINITY_DN10476_c0_g1
GO:0000228	TRINITY_DN151739_c1_g1
GO:0000228	TRINITY_DN6312_c0_g1
GO:0000228	TRINITY_DN115755_c0_g1
GO:0000228	TRINITY_DN3024_c4_g1
GO:0000228	TRINITY_DN5362_c0_g1
GO:0000228	TRINITY_DN131156_c0_g1
GO:0000228	TRINITY_DN11936_c1_g1
GO:0000228	TRINITY_DN1175_c0_g3
GO:0000228	TRINITY_DN19038_c1_g1
GO:0000228	TRINITY_DN13661_c0_g1
GO:0000228	TRINITY_DN19244_c0_g1
GO:0000228	TRINITY_DN7460_c0_g1
GO:0000228	TRINITY_DN5185_c1_g1
GO:0000228	TRINITY_DN141744_c0_g1
GO:0000228	TRINITY_DN145_c1_g2
GO:0000228	TRINITY_DN1376_c0_g3
GO:0000228	TRINITY_DN4572_c0_g1
GO:0000228	TRINITY_DN71794_c0_g1
GO:0000228	TRINITY_DN63805_c0_g2
GO:0000228	TRINITY_DN2664_c1_g1
GO:0000228	TRINITY_DN2929_c1_g1
GO:0000228	TRINITY_DN518_c0_g1
GO:0000228	TRINITY_DN17804_c0_g1
GO:0000228	TRINITY_DN88146_c0_g2
GO:0000228	TRINITY_DN7178_c0_g1
GO:0000228	TRINITY_DN27108_c0_g1
GO:0000228	TRINITY_DN64805_c0_g1
GO:0000228	TRINITY_DN4214_c0_g1
GO:0000228	TRINITY_DN3321_c4_g3
GO:0000228	TRINITY_DN4815_c0_g7
GO:0000228	TRINITY_DN91215_c0_g1
GO:0000228	TRINITY_DN3568_c1_g1
GO:0000228	TRINITY_DN6478_c0_g3
GO:0000228	TRINITY_DN17369_c0_g1
GO:0000228	TRINITY_DN955_c2_g1
GO:0000228	TRINITY_DN133405_c0_g1
GO:0000228	TRINITY_DN56090_c1_g1
GO:0000228	TRINITY_DN4039_c5_g1
GO:0000228	TRINITY_DN16095_c0_g1
GO:0000228	TRINITY_DN294976_c0_g1
GO:0000228	TRINITY_DN6419_c0_g1
GO:0000228	TRINITY_DN11423_c0_g2
GO:0000228	TRINITY_DN21279_c0_g1
GO:0000228	TRINITY_DN2993_c4_g1
GO:0000228	TRINITY_DN2206_c3_g1
GO:0000228	TRINITY_DN23147_c0_g1
GO:0000228	TRINITY_DN4944_c0_g1
GO:0000228	TRINITY_DN75009_c0_g2
GO:0000228	TRINITY_DN183210_c1_g1
GO:0000228	TRINITY_DN13897_c0_g1
GO:0000228	TRINITY_DN66921_c0_g1
GO:0000228	TRINITY_DN2513_c0_g1
GO:0000228	TRINITY_DN124208_c0_g2
GO:0000228	TRINITY_DN4933_c0_g1
GO:0000228	TRINITY_DN3824_c1_g2
GO:0000228	TRINITY_DN6528_c0_g1
GO:0000228	TRINITY_DN4703_c0_g1
GO:0000228	TRINITY_DN155181_c0_g1
GO:0000228	TRINITY_DN25834_c0_g1
GO:0000228	TRINITY_DN16931_c0_g1
GO:0000228	TRINITY_DN27436_c0_g1
GO:0000228	TRINITY_DN8545_c0_g1
GO:0000228	TRINITY_DN8470_c1_g1
GO:0000228	TRINITY_DN189467_c0_g1
GO:0000228	TRINITY_DN4331_c0_g1
GO:0000228	TRINITY_DN214935_c0_g1
GO:0000228	TRINITY_DN23022_c0_g2
GO:0000228	TRINITY_DN3385_c0_g1
GO:0000228	TRINITY_DN16051_c0_g1
GO:0000228	TRINITY_DN2591_c0_g1
GO:0000228	TRINITY_DN4039_c4_g1
GO:0000228	TRINITY_DN38093_c1_g1
GO:0000228	TRINITY_DN21113_c0_g1
GO:0000228	TRINITY_DN1668_c1_g1
GO:0000228	TRINITY_DN45649_c0_g1
GO:0000228	TRINITY_DN124915_c0_g1
GO:0000228	TRINITY_DN3672_c0_g1
GO:0000228	TRINITY_DN37179_c2_g1
GO:0000228	TRINITY_DN158946_c0_g1
GO:0000228	TRINITY_DN141687_c0_g1
GO:0000228	TRINITY_DN19118_c0_g1
GO:0000228	TRINITY_DN38876_c1_g1
GO:0000228	TRINITY_DN8470_c1_g2
GO:0000228	TRINITY_DN4152_c0_g1
GO:0000228	TRINITY_DN1376_c0_g2
GO:0000228	TRINITY_DN1263_c35_g1
GO:0000228	TRINITY_DN27443_c0_g1
GO:0000228	TRINITY_DN6478_c0_g1
GO:0000228	TRINITY_DN5829_c0_g1
GO:0000228	TRINITY_DN134105_c0_g1
GO:0000228	TRINITY_DN30711_c0_g1
GO:0000228	TRINITY_DN28881_c0_g1
GO:0000228	TRINITY_DN3385_c0_g2
GO:0000228	TRINITY_DN61600_c0_g1
GO:0000228	TRINITY_DN75213_c0_g1
GO:0000228	TRINITY_DN41206_c0_g1
GO:0000228	TRINITY_DN35864_c1_g1
GO:0000228	TRINITY_DN11380_c18_g1
GO:0000228	TRINITY_DN108424_c0_g1
GO:0000228	TRINITY_DN9928_c0_g1
GO:0000228	TRINITY_DN313_c0_g1
GO:0000228	TRINITY_DN4029_c2_g2
GO:0000228	TRINITY_DN862_c0_g4
GO:0000228	TRINITY_DN170055_c0_g1
GO:0000228	TRINITY_DN12136_c0_g1
GO:0000228	TRINITY_DN6788_c0_g1
GO:0000228	TRINITY_DN6094_c0_g3
GO:0000229	TRINITY_DN25645_c0_g1
GO:0000229	TRINITY_DN15282_c0_g1
GO:0000229	TRINITY_DN19083_c0_g1
GO:0000229	TRINITY_DN4578_c0_g1
GO:0000243	TRINITY_DN3244_c0_g2
GO:0000243	TRINITY_DN2655_c2_g1
GO:0000243	TRINITY_DN21914_c0_g1
GO:0000243	TRINITY_DN35255_c0_g2
GO:0000243	TRINITY_DN55466_c0_g1
GO:0000243	TRINITY_DN5072_c0_g1
GO:0000243	TRINITY_DN21151_c0_g1
GO:0000274	TRINITY_DN211_c2_g1
GO:0000276	TRINITY_DN81314_c0_g1
GO:0000276	TRINITY_DN211_c2_g1
GO:0000307	TRINITY_DN2319_c4_g1
GO:0000307	TRINITY_DN655_c1_g2
GO:0000307	TRINITY_DN326_c0_g1
GO:0000307	TRINITY_DN3277_c2_g2
GO:0000307	TRINITY_DN12303_c0_g1
GO:0000307	TRINITY_DN1699_c1_g2
GO:0000307	TRINITY_DN5585_c1_g1
GO:0000307	TRINITY_DN7055_c0_g1
GO:0000307	TRINITY_DN4753_c0_g1
GO:0000307	TRINITY_DN105000_c0_g1
GO:0000307	TRINITY_DN97451_c0_g1
GO:0000307	TRINITY_DN44663_c0_g2
GO:0000311	TRINITY_DN2618_c0_g1
GO:0000311	TRINITY_DN11637_c0_g1
GO:0000312	TRINITY_DN98457_c0_g2
GO:0000312	TRINITY_DN3375_c0_g1
GO:0000313	TRINITY_DN12119_c0_g1
GO:0000313	TRINITY_DN34611_c0_g2
GO:0000313	TRINITY_DN11637_c0_g1
GO:0000313	TRINITY_DN4198_c2_g1
GO:0000313	TRINITY_DN17645_c1_g1
GO:0000313	TRINITY_DN2618_c0_g1
GO:0000313	TRINITY_DN4910_c0_g1
GO:0000313	TRINITY_DN4910_c1_g1
GO:0000313	TRINITY_DN363_c0_g1
GO:0000313	TRINITY_DN9491_c0_g1
GO:0000313	TRINITY_DN16368_c0_g1
GO:0000313	TRINITY_DN120980_c0_g1
GO:0000313	TRINITY_DN68907_c1_g1
GO:0000313	TRINITY_DN19123_c0_g1
GO:0000313	TRINITY_DN2327_c3_g1
GO:0000313	TRINITY_DN98457_c0_g2
GO:0000313	TRINITY_DN71557_c0_g1
GO:0000313	TRINITY_DN3375_c0_g1
GO:0000314	TRINITY_DN4198_c2_g1
GO:0000314	TRINITY_DN71557_c0_g1
GO:0000314	TRINITY_DN3375_c0_g1
GO:0000314	TRINITY_DN9491_c0_g1
GO:0000314	TRINITY_DN68907_c1_g1
GO:0000314	TRINITY_DN16368_c0_g1
GO:0000314	TRINITY_DN34611_c0_g2
GO:0000314	TRINITY_DN98457_c0_g2
GO:0000314	TRINITY_DN120980_c0_g1
GO:0000315	TRINITY_DN12119_c0_g1
GO:0000315	TRINITY_DN2618_c0_g1
GO:0000315	TRINITY_DN363_c0_g1
GO:0000315	TRINITY_DN19123_c0_g1
GO:0000315	TRINITY_DN2327_c3_g1
GO:0000315	TRINITY_DN17645_c1_g1
GO:0000315	TRINITY_DN11637_c0_g1
GO:0000322	TRINITY_DN59642_c0_g1
GO:0000322	TRINITY_DN15452_c0_g1
GO:0000322	TRINITY_DN89612_c0_g1
GO:0000322	TRINITY_DN9027_c0_g2
GO:0000322	TRINITY_DN240969_c0_g1
GO:0000322	TRINITY_DN737_c1_g1
GO:0000322	TRINITY_DN9144_c0_g1
GO:0000322	TRINITY_DN12556_c0_g1
GO:0000322	TRINITY_DN21624_c2_g1
GO:0000322	TRINITY_DN198014_c1_g1
GO:0000322	TRINITY_DN17820_c0_g1
GO:0000322	TRINITY_DN9027_c0_g1
GO:0000322	TRINITY_DN25968_c0_g1
GO:0000322	TRINITY_DN61159_c0_g1
GO:0000322	TRINITY_DN60361_c0_g2
GO:0000323	TRINITY_DN2339_c7_g1
GO:0000323	TRINITY_DN30980_c0_g1
GO:0000323	TRINITY_DN66550_c0_g1
GO:0000323	TRINITY_DN59642_c0_g1
GO:0000323	TRINITY_DN157374_c0_g1
GO:0000323	TRINITY_DN36871_c0_g1
GO:0000323	TRINITY_DN2213_c1_g1
GO:0000323	TRINITY_DN21776_c0_g1
GO:0000323	TRINITY_DN28276_c0_g1
GO:0000323	TRINITY_DN14449_c0_g1
GO:0000323	TRINITY_DN5853_c0_g1
GO:0000323	TRINITY_DN13564_c1_g1
GO:0000323	TRINITY_DN48653_c0_g1
GO:0000323	TRINITY_DN210759_c0_g1
GO:0000323	TRINITY_DN28283_c0_g1
GO:0000323	TRINITY_DN274574_c0_g1
GO:0000323	TRINITY_DN12660_c1_g1
GO:0000323	TRINITY_DN303705_c0_g1
GO:0000323	TRINITY_DN61090_c0_g1
GO:0000323	TRINITY_DN13195_c0_g1
GO:0000323	TRINITY_DN163947_c0_g1
GO:0000323	TRINITY_DN24397_c0_g1
GO:0000323	TRINITY_DN130651_c0_g1
GO:0000323	TRINITY_DN240969_c0_g1
GO:0000323	TRINITY_DN274615_c0_g1
GO:0000323	TRINITY_DN283943_c0_g1
GO:0000323	TRINITY_DN3272_c1_g1
GO:0000323	TRINITY_DN85049_c1_g1
GO:0000323	TRINITY_DN1404_c0_g1
GO:0000323	TRINITY_DN13917_c1_g1
GO:0000323	TRINITY_DN374_c0_g1
GO:0000323	TRINITY_DN16783_c0_g1
GO:0000323	TRINITY_DN12424_c0_g1
GO:0000323	TRINITY_DN64383_c0_g1
GO:0000323	TRINITY_DN20217_c0_g1
GO:0000323	TRINITY_DN6734_c2_g1
GO:0000323	TRINITY_DN64147_c0_g1
GO:0000323	TRINITY_DN17820_c0_g1
GO:0000323	TRINITY_DN2172_c5_g1
GO:0000323	TRINITY_DN21624_c2_g1
GO:0000323	TRINITY_DN60361_c0_g2
GO:0000323	TRINITY_DN8056_c0_g1
GO:0000323	TRINITY_DN4318_c1_g1
GO:0000323	TRINITY_DN2264_c0_g1
GO:0000323	TRINITY_DN6470_c0_g2
