term	gene
GO:0000166	TRINITY_DN11992_c0_g1
GO:0000166	TRINITY_DN29837_c0_g1
GO:0000166	TRINITY_DN39456_c1_g1
GO:0000166	TRINITY_DN7561_c1_g1
GO:0000166	TRINITY_DN20863_c0_g1
GO:0000166	TRINITY_DN26299_c1_g1
GO:0000166	TRINITY_DN25533_c0_g1
GO:0000166	TRINITY_DN11371_c0_g1
GO:0000166	TRINITY_DN7839_c0_g1
GO:0000166	TRINITY_DN80297_c0_g2
GO:0000166	TRINITY_DN36893_c0_g1
GO:0000166	TRINITY_DN6739_c1_g1
GO:0000166	TRINITY_DN277464_c0_g1
GO:0000166	TRINITY_DN142340_c0_g1
GO:0000166	TRINITY_DN3636_c0_g1
GO:0000166	TRINITY_DN35367_c0_g1
GO:0000166	TRINITY_DN11222_c0_g1
GO:0000166	TRINITY_DN367_c0_g1
GO:0000166	TRINITY_DN195_c0_g1
GO:0000166	TRINITY_DN4365_c0_g1
GO:0000166	TRINITY_DN7826_c0_g1
GO:0000166	TRINITY_DN3066_c0_g1
GO:0000166	TRINITY_DN58752_c0_g2
GO:0000166	TRINITY_DN804_c3_g1
GO:0000166	TRINITY_DN2421_c3_g1
GO:0000166	TRINITY_DN5530_c0_g1
GO:0000166	TRINITY_DN70585_c0_g1
GO:0000166	TRINITY_DN2120_c8_g1
GO:0000166	TRINITY_DN5659_c3_g1
GO:0000166	TRINITY_DN258_c1_g1
GO:0000166	TRINITY_DN3168_c0_g1
GO:0000166	TRINITY_DN2461_c0_g2
GO:0000166	TRINITY_DN1707_c0_g1
GO:0000166	TRINITY_DN13497_c0_g1
GO:0000166	TRINITY_DN3249_c0_g1
GO:0000166	TRINITY_DN17067_c1_g1
GO:0000166	TRINITY_DN9586_c0_g1
GO:0000166	TRINITY_DN2282_c0_g1
GO:0000166	TRINITY_DN18633_c1_g1
GO:0000166	TRINITY_DN10721_c1_g1
GO:0000166	TRINITY_DN155716_c0_g1
GO:0000166	TRINITY_DN637_c1_g1
GO:0000166	TRINITY_DN141496_c0_g1
GO:0000166	TRINITY_DN15567_c0_g1
GO:0000166	TRINITY_DN303705_c0_g1
GO:0000166	TRINITY_DN1338_c3_g2
GO:0000166	TRINITY_DN4466_c0_g1
GO:0000166	TRINITY_DN38093_c1_g1
GO:0000166	TRINITY_DN224074_c0_g1
GO:0000166	TRINITY_DN1321_c0_g2
GO:0000166	TRINITY_DN25717_c0_g1
GO:0000166	TRINITY_DN3851_c0_g2
GO:0000166	TRINITY_DN61159_c0_g1
GO:0000166	TRINITY_DN28873_c0_g1
GO:0000166	TRINITY_DN8148_c0_g1
GO:0000166	TRINITY_DN4495_c0_g1
GO:0000166	TRINITY_DN130_c4_g1
GO:0000166	TRINITY_DN15512_c2_g1
GO:0000166	TRINITY_DN110931_c0_g1
GO:0000166	TRINITY_DN23096_c0_g1
GO:0000166	TRINITY_DN18158_c0_g2
GO:0000166	TRINITY_DN295539_c0_g1
GO:0000166	TRINITY_DN90918_c0_g1
GO:0000166	TRINITY_DN13936_c0_g1
GO:0000166	TRINITY_DN5123_c0_g1
GO:0000166	TRINITY_DN45003_c0_g1
GO:0000166	TRINITY_DN2274_c0_g1
GO:0000166	TRINITY_DN20866_c1_g1
GO:0000166	TRINITY_DN2375_c0_g1
GO:0000166	TRINITY_DN173097_c0_g1
GO:0000166	TRINITY_DN5346_c0_g1
GO:0000166	TRINITY_DN26517_c2_g1
GO:0000166	TRINITY_DN2787_c0_g1
GO:0000166	TRINITY_DN6982_c2_g1
GO:0000166	TRINITY_DN38759_c1_g1
GO:0000166	TRINITY_DN48103_c0_g1
GO:0000166	TRINITY_DN70321_c0_g1
GO:0000166	TRINITY_DN32502_c0_g1
GO:0000166	TRINITY_DN8416_c0_g1
GO:0000166	TRINITY_DN1274_c0_g1
GO:0000166	TRINITY_DN3209_c0_g2
GO:0000166	TRINITY_DN4036_c0_g2
GO:0000166	TRINITY_DN465_c1_g1
GO:0000166	TRINITY_DN2157_c2_g1
GO:0000166	TRINITY_DN2688_c1_g1
GO:0000166	TRINITY_DN73118_c1_g1
GO:0000166	TRINITY_DN10441_c0_g1
GO:0000166	TRINITY_DN21352_c0_g1
GO:0000166	TRINITY_DN236_c4_g1
GO:0000166	TRINITY_DN36103_c0_g2
GO:0000166	TRINITY_DN805_c1_g2
GO:0000166	TRINITY_DN31143_c1_g1
GO:0000166	TRINITY_DN1997_c0_g1
GO:0000166	TRINITY_DN284675_c0_g1
GO:0000166	TRINITY_DN5992_c0_g1
GO:0000166	TRINITY_DN94417_c0_g1
GO:0000166	TRINITY_DN47458_c0_g1
GO:0000166	TRINITY_DN15529_c0_g1
GO:0000166	TRINITY_DN38817_c0_g1
GO:0000166	TRINITY_DN7791_c0_g1
GO:0000166	TRINITY_DN14771_c0_g1
GO:0000166	TRINITY_DN65214_c0_g1
GO:0000166	TRINITY_DN62144_c0_g1
GO:0000166	TRINITY_DN32974_c0_g1
GO:0000166	TRINITY_DN94140_c0_g2
GO:0000166	TRINITY_DN2264_c0_g1
GO:0000166	TRINITY_DN92282_c0_g2
GO:0000166	TRINITY_DN32245_c2_g1
GO:0000166	TRINITY_DN5749_c0_g1
GO:0000166	TRINITY_DN11299_c0_g1
GO:0000166	TRINITY_DN4597_c0_g2
GO:0000166	TRINITY_DN9595_c0_g1
GO:0000166	TRINITY_DN91601_c1_g1
GO:0000166	TRINITY_DN53270_c0_g1
GO:0000166	TRINITY_DN1643_c0_g1
GO:0000166	TRINITY_DN2242_c1_g1
GO:0000166	TRINITY_DN55793_c0_g1
GO:0000166	TRINITY_DN7224_c0_g1
GO:0000166	TRINITY_DN562_c0_g2
GO:0000166	TRINITY_DN8804_c2_g2
GO:0000166	TRINITY_DN32873_c0_g1
GO:0000166	TRINITY_DN942_c0_g1
GO:0000166	TRINITY_DN7178_c0_g1
GO:0000166	TRINITY_DN1030_c0_g1
GO:0000166	TRINITY_DN6517_c0_g2
GO:0000166	TRINITY_DN4037_c1_g1
GO:0000166	TRINITY_DN2993_c4_g1
GO:0000166	TRINITY_DN11847_c0_g1
GO:0000166	TRINITY_DN2660_c1_g1
GO:0000166	TRINITY_DN1555_c4_g1
GO:0000166	TRINITY_DN15912_c0_g1
GO:0000166	TRINITY_DN23147_c0_g1
GO:0000166	TRINITY_DN8014_c1_g1
GO:0000166	TRINITY_DN2412_c2_g2
GO:0000166	TRINITY_DN52878_c1_g1
GO:0000166	TRINITY_DN2404_c0_g1
GO:0000166	TRINITY_DN19275_c0_g1
GO:0000166	TRINITY_DN4152_c0_g1
GO:0000166	TRINITY_DN70901_c0_g1
GO:0000166	TRINITY_DN130_c1_g1
GO:0000166	TRINITY_DN637_c1_g3
GO:0000166	TRINITY_DN2356_c0_g1
GO:0000166	TRINITY_DN83857_c0_g1
GO:0000166	TRINITY_DN11380_c18_g1
GO:0000166	TRINITY_DN3636_c0_g2
GO:0000166	TRINITY_DN36763_c0_g1
GO:0000166	TRINITY_DN21530_c0_g1
GO:0000166	TRINITY_DN4170_c0_g2
GO:0000166	TRINITY_DN1851_c0_g1
GO:0000166	TRINITY_DN20681_c1_g1
GO:0000166	TRINITY_DN196207_c0_g1
GO:0000166	TRINITY_DN67342_c0_g1
GO:0000166	TRINITY_DN78479_c0_g1
GO:0000166	TRINITY_DN121511_c0_g1
GO:0000166	TRINITY_DN52584_c1_g3
GO:0000166	TRINITY_DN15659_c0_g1
GO:0000166	TRINITY_DN520_c0_g3
GO:0000166	TRINITY_DN8547_c0_g1
GO:0000166	TRINITY_DN59853_c0_g1
GO:0000166	TRINITY_DN18158_c1_g1
GO:0000166	TRINITY_DN201_c0_g1
GO:0000166	TRINITY_DN10550_c0_g1
GO:0000166	TRINITY_DN236_c1_g1
GO:0000166	TRINITY_DN20385_c0_g3
GO:0000166	TRINITY_DN2143_c1_g1
GO:0000166	TRINITY_DN12721_c0_g1
GO:0000166	TRINITY_DN1694_c0_g1
GO:0000166	TRINITY_DN2654_c1_g1
GO:0000166	TRINITY_DN37179_c2_g1
GO:0000166	TRINITY_DN2129_c0_g1
GO:0000166	TRINITY_DN3282_c2_g2
GO:0000166	TRINITY_DN13940_c0_g2
GO:0000166	TRINITY_DN27827_c0_g1
GO:0000166	TRINITY_DN135290_c0_g2
GO:0000166	TRINITY_DN3209_c0_g1
GO:0000166	TRINITY_DN1135_c0_g1
GO:0000166	TRINITY_DN3682_c1_g1
GO:0000166	TRINITY_DN112388_c0_g3
GO:0000166	TRINITY_DN2097_c4_g1
GO:0000166	TRINITY_DN2073_c4_g1
GO:0000166	TRINITY_DN62096_c0_g1
GO:0000166	TRINITY_DN46567_c0_g1
GO:0000166	TRINITY_DN5327_c0_g1
GO:0000166	TRINITY_DN6905_c2_g1
GO:0000175	TRINITY_DN3110_c0_g3
GO:0000175	TRINITY_DN2851_c0_g1
GO:0000175	TRINITY_DN142742_c0_g1
GO:0000175	TRINITY_DN15124_c0_g1
GO:0000175	TRINITY_DN40615_c0_g1
GO:0000175	TRINITY_DN12148_c1_g1
GO:0000175	TRINITY_DN3110_c0_g1
GO:0000175	TRINITY_DN9319_c0_g1
GO:0000182	TRINITY_DN67342_c0_g1
GO:0000182	TRINITY_DN3805_c0_g2
GO:0000182	TRINITY_DN30711_c0_g1
GO:0000182	TRINITY_DN3040_c0_g1
GO:0000182	TRINITY_DN3040_c0_g2
GO:0000182	TRINITY_DN13897_c0_g1
GO:0000182	TRINITY_DN1080_c0_g1
GO:0000210	TRINITY_DN704_c0_g1
GO:0000213	TRINITY_DN6543_c1_g2
GO:0000215	TRINITY_DN88143_c0_g1
GO:0000217	TRINITY_DN14327_c0_g1
GO:0000217	TRINITY_DN5387_c0_g3
GO:0000217	TRINITY_DN40173_c0_g1
GO:0000217	TRINITY_DN16190_c0_g1
GO:0000217	TRINITY_DN22159_c0_g2
GO:0000217	TRINITY_DN163614_c0_g2
GO:0000217	TRINITY_DN68704_c0_g1
GO:0000217	TRINITY_DN735_c1_g1
GO:0000217	TRINITY_DN75513_c0_g1
GO:0000217	TRINITY_DN3340_c1_g1
GO:0000217	TRINITY_DN8977_c1_g1
GO:0000217	TRINITY_DN3383_c0_g1
GO:0000217	TRINITY_DN809_c1_g1
GO:0000217	TRINITY_DN94223_c1_g1
GO:0000217	TRINITY_DN8138_c0_g1
GO:0000217	TRINITY_DN42329_c0_g1
GO:0000217	TRINITY_DN977_c0_g1
GO:0000217	TRINITY_DN122746_c0_g1
GO:0000217	TRINITY_DN67342_c0_g1
GO:0000217	TRINITY_DN22159_c0_g3
GO:0000217	TRINITY_DN22159_c0_g1
GO:0000234	TRINITY_DN10542_c0_g1
GO:0000247	TRINITY_DN9869_c0_g1
GO:0000250	TRINITY_DN5227_c0_g1
GO:0000268	TRINITY_DN23835_c0_g1
GO:0000268	TRINITY_DN15378_c1_g1
GO:0000285	TRINITY_DN17820_c0_g1
GO:0000285	TRINITY_DN60361_c0_g2
GO:0000287	TRINITY_DN1898_c0_g1
GO:0000287	TRINITY_DN7267_c0_g1
GO:0000287	TRINITY_DN4626_c0_g1
GO:0000287	TRINITY_DN70299_c0_g1
GO:0000287	TRINITY_DN100260_c0_g1
GO:0000287	TRINITY_DN67342_c0_g1
GO:0000287	TRINITY_DN9243_c0_g1
GO:0000287	TRINITY_DN6014_c0_g1
GO:0000287	TRINITY_DN8002_c1_g1
GO:0000287	TRINITY_DN872_c0_g1
GO:0000287	TRINITY_DN13875_c0_g1
GO:0000287	TRINITY_DN3636_c0_g1
GO:0000287	TRINITY_DN32502_c0_g1
GO:0000287	TRINITY_DN816_c0_g1
GO:0000287	TRINITY_DN20681_c1_g1
GO:0000287	TRINITY_DN1786_c0_g1
GO:0000287	TRINITY_DN6850_c1_g1
GO:0000287	TRINITY_DN15478_c0_g1
GO:0000287	TRINITY_DN336_c1_g1
GO:0000287	TRINITY_DN125608_c0_g1
GO:0000287	TRINITY_DN2282_c0_g1
GO:0000287	TRINITY_DN805_c2_g1
GO:0000287	TRINITY_DN3636_c0_g2
GO:0000287	TRINITY_DN1321_c0_g2
GO:0000293	TRINITY_DN23279_c0_g1
GO:0000293	TRINITY_DN57169_c0_g1
GO:0000295	TRINITY_DN1076_c4_g1
GO:0000295	TRINITY_DN16475_c0_g1
GO:0000295	TRINITY_DN13962_c0_g1
GO:0000295	TRINITY_DN3534_c3_g1
GO:0000295	TRINITY_DN7841_c3_g1
GO:0000295	TRINITY_DN8304_c1_g1
GO:0000295	TRINITY_DN5348_c0_g1
GO:0000295	TRINITY_DN69595_c0_g1
GO:0000295	TRINITY_DN4718_c8_g1
GO:0000295	TRINITY_DN107244_c0_g1
GO:0000295	TRINITY_DN3054_c0_g1
GO:0000339	TRINITY_DN1750_c0_g1
GO:0000339	TRINITY_DN13213_c0_g2
GO:0000339	TRINITY_DN8500_c0_g1
GO:0000340	TRINITY_DN1750_c0_g1
GO:0000386	TRINITY_DN23325_c0_g1
GO:0000386	TRINITY_DN64499_c0_g2
GO:0000386	TRINITY_DN2736_c1_g1
GO:0000386	TRINITY_DN6786_c0_g1
GO:0000386	TRINITY_DN163362_c0_g1
GO:0000386	TRINITY_DN3831_c0_g2
GO:0000400	TRINITY_DN42329_c0_g1
GO:0000400	TRINITY_DN22159_c0_g3
GO:0000400	TRINITY_DN163614_c0_g2
GO:0000400	TRINITY_DN977_c0_g1
GO:0000400	TRINITY_DN67342_c0_g1
GO:0000400	TRINITY_DN14327_c0_g1
GO:0000400	TRINITY_DN3383_c0_g1
GO:0000400	TRINITY_DN68704_c0_g1
GO:0000400	TRINITY_DN22159_c0_g2
GO:0000400	TRINITY_DN22159_c0_g1
GO:0000400	TRINITY_DN16190_c0_g1
GO:0000403	TRINITY_DN977_c0_g1
GO:0000404	TRINITY_DN40173_c0_g1
GO:0000404	TRINITY_DN94223_c1_g1
GO:0000404	TRINITY_DN735_c1_g1
GO:0000404	TRINITY_DN977_c0_g1
GO:0000404	TRINITY_DN5387_c0_g3
GO:0000404	TRINITY_DN809_c1_g1
GO:0000404	TRINITY_DN8977_c1_g1
GO:0000404	TRINITY_DN8138_c0_g1
GO:0000404	TRINITY_DN75513_c0_g1
GO:0000404	TRINITY_DN3340_c1_g1
GO:0000404	TRINITY_DN122746_c0_g1
GO:0000406	TRINITY_DN977_c0_g1
GO:0000700	TRINITY_DN633_c0_g1
GO:0000700	TRINITY_DN5854_c0_g2
GO:0000701	TRINITY_DN5854_c0_g2
GO:0000702	TRINITY_DN164915_c0_g1
GO:0000702	TRINITY_DN4438_c1_g1
GO:0000822	TRINITY_DN144462_c0_g2
GO:0000822	TRINITY_DN10174_c0_g1
GO:0000822	TRINITY_DN30365_c0_g1
GO:0000822	TRINITY_DN7446_c0_g1
GO:0000822	TRINITY_DN197047_c0_g1
GO:0000827	TRINITY_DN8547_c0_g1
GO:0000828	TRINITY_DN8547_c0_g1
GO:0000829	TRINITY_DN8547_c0_g1
GO:0000832	TRINITY_DN8547_c0_g1
GO:0000900	TRINITY_DN19331_c0_g1
GO:0000976	TRINITY_DN64817_c0_g1
GO:0000976	TRINITY_DN7561_c1_g1
GO:0000976	TRINITY_DN2641_c0_g1
GO:0000976	TRINITY_DN150169_c0_g1
GO:0000976	TRINITY_DN2725_c1_g1
GO:0000976	TRINITY_DN4205_c1_g1
GO:0000976	TRINITY_DN10849_c0_g1
GO:0000976	TRINITY_DN1600_c2_g1
GO:0000976	TRINITY_DN5905_c1_g1
GO:0000976	TRINITY_DN23958_c0_g1
GO:0000976	TRINITY_DN20035_c0_g1
GO:0000976	TRINITY_DN1226_c1_g1
GO:0000976	TRINITY_DN9307_c0_g1
GO:0000976	TRINITY_DN37748_c1_g4
GO:0000976	TRINITY_DN16331_c0_g1
GO:0000976	TRINITY_DN988_c1_g1
GO:0000976	TRINITY_DN5108_c0_g1
GO:0000976	TRINITY_DN5980_c1_g2
GO:0000976	TRINITY_DN3247_c0_g2
GO:0000976	TRINITY_DN3840_c0_g1
GO:0000976	TRINITY_DN3381_c0_g1
GO:0000976	TRINITY_DN5693_c0_g1
GO:0000976	TRINITY_DN217_c1_g1
GO:0000976	TRINITY_DN6280_c2_g1
GO:0000976	TRINITY_DN9634_c0_g1
GO:0000976	TRINITY_DN637_c0_g1
GO:0000976	TRINITY_DN7898_c0_g1
GO:0000976	TRINITY_DN102940_c0_g1
GO:0000976	TRINITY_DN10573_c0_g1
GO:0000976	TRINITY_DN3040_c0_g2
GO:0000976	TRINITY_DN10793_c0_g1
GO:0000976	TRINITY_DN106580_c0_g2
GO:0000976	TRINITY_DN8528_c1_g1
GO:0000976	TRINITY_DN11785_c4_g1
GO:0000976	TRINITY_DN48633_c0_g1
GO:0000976	TRINITY_DN10038_c0_g1
GO:0000976	TRINITY_DN6455_c0_g1
GO:0000976	TRINITY_DN8109_c0_g1
GO:0000976	TRINITY_DN28988_c0_g1
GO:0000976	TRINITY_DN13620_c1_g1
GO:0000976	TRINITY_DN2781_c0_g1
GO:0000976	TRINITY_DN43197_c1_g1
GO:0000976	TRINITY_DN3369_c0_g1
GO:0000976	TRINITY_DN24062_c0_g1
GO:0000976	TRINITY_DN13477_c0_g2
GO:0000976	TRINITY_DN1226_c2_g1
GO:0000976	TRINITY_DN22862_c0_g1
GO:0000976	TRINITY_DN2649_c3_g1
GO:0000976	TRINITY_DN13014_c0_g1
GO:0000976	TRINITY_DN66921_c0_g1
GO:0000976	TRINITY_DN95074_c0_g1
GO:0000976	TRINITY_DN10927_c0_g1
GO:0000976	TRINITY_DN8109_c1_g1
GO:0000976	TRINITY_DN1678_c1_g1
GO:0000976	TRINITY_DN12401_c0_g1
GO:0000976	TRINITY_DN53861_c0_g1
GO:0000976	TRINITY_DN296_c0_g1
GO:0000976	TRINITY_DN3157_c0_g2
GO:0000976	TRINITY_DN15650_c0_g1
GO:0000976	TRINITY_DN1635_c0_g1
GO:0000976	TRINITY_DN15941_c2_g1
GO:0000976	TRINITY_DN29150_c0_g1
GO:0000976	TRINITY_DN1226_c0_g1
GO:0000976	TRINITY_DN39329_c0_g1
GO:0000976	TRINITY_DN1364_c0_g2
GO:0000976	TRINITY_DN14948_c1_g2
GO:0000976	TRINITY_DN21208_c0_g2
GO:0000976	TRINITY_DN121215_c0_g1
GO:0000976	TRINITY_DN7805_c7_g1
GO:0000976	TRINITY_DN10177_c1_g3
GO:0000976	TRINITY_DN1109_c5_g1
GO:0000976	TRINITY_DN3040_c0_g1
GO:0000976	TRINITY_DN56906_c1_g1
GO:0000976	TRINITY_DN19544_c0_g1
GO:0000976	TRINITY_DN71436_c0_g1
GO:0000976	TRINITY_DN22980_c0_g1
GO:0000976	TRINITY_DN14862_c1_g1
GO:0000976	TRINITY_DN52095_c0_g1
GO:0000977	TRINITY_DN7898_c0_g1
GO:0000977	TRINITY_DN3157_c0_g2
GO:0000977	TRINITY_DN217_c1_g1
GO:0000977	TRINITY_DN106580_c0_g2
GO:0000977	TRINITY_DN22862_c0_g1
GO:0000977	TRINITY_DN4205_c1_g1
GO:0000977	TRINITY_DN1678_c1_g1
GO:0000977	TRINITY_DN10927_c0_g1
GO:0000977	TRINITY_DN5980_c1_g2
GO:0000977	TRINITY_DN9634_c0_g1
GO:0000977	TRINITY_DN19544_c0_g1
GO:0000977	TRINITY_DN43197_c1_g1
GO:0000977	TRINITY_DN8528_c1_g1
GO:0000977	TRINITY_DN56906_c1_g1
GO:0000977	TRINITY_DN14862_c1_g1
GO:0000977	TRINITY_DN7561_c1_g1
GO:0000977	TRINITY_DN23958_c0_g1
GO:0000977	TRINITY_DN24062_c0_g1
GO:0000977	TRINITY_DN39329_c0_g1
GO:0000977	TRINITY_DN1600_c2_g1
GO:0000977	TRINITY_DN53861_c0_g1
GO:0000977	TRINITY_DN10038_c0_g1
GO:0000977	TRINITY_DN11785_c4_g1
GO:0000977	TRINITY_DN6280_c2_g1
GO:0000977	TRINITY_DN637_c0_g1
GO:0000977	TRINITY_DN12401_c0_g1
GO:0000977	TRINITY_DN2781_c0_g1
GO:0000977	TRINITY_DN71436_c0_g1
GO:0000977	TRINITY_DN13620_c1_g1
GO:0000977	TRINITY_DN15650_c0_g1
GO:0000977	TRINITY_DN66921_c0_g1
GO:0000977	TRINITY_DN3040_c0_g2
GO:0000977	TRINITY_DN1364_c0_g2
GO:0000977	TRINITY_DN1109_c5_g1
GO:0000977	TRINITY_DN9307_c0_g1
