term	name
GO:0000416	obsolete positive regulation of histone H3-K36 methylation
GO:0000422	autophagy of mitochondrion
GO:0000423	mitophagy
GO:0000429	carbon catabolite regulation of transcription from RNA polymerase II promoter
GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose
GO:0000432	positive regulation of transcription from RNA polymerase II promoter by glucose
GO:0000436	carbon catabolite activation of transcription from RNA polymerase II promoter
GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000451	rRNA 2'-O-methylation
GO:0000453	obsolete enzyme-directed rRNA 2'-O-methylation
GO:0000455	enzyme-directed rRNA pseudouridine synthesis
GO:0000459	obsolete exonucleolytic trimming involved in rRNA processing
GO:0000460	maturation of 5.8S rRNA
GO:0000461	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000467	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000469	obsolete cleavage involved in rRNA processing
GO:0000470	maturation of LSU-rRNA
GO:0000478	obsolete endonucleolytic cleavage involved in rRNA processing
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000494	box C/D sno(s)RNA 3'-end processing
GO:0000495	box H/ACA sno(s)RNA 3'-end processing
GO:0000578	embryonic axis specification
GO:0000706	meiotic DNA double-strand break processing
GO:0000707	meiotic DNA recombinase assembly
GO:0000710	meiotic mismatch repair
GO:0000712	resolution of meiotic recombination intermediates
GO:0000715	nucleotide-excision repair, DNA damage recognition
GO:0000719	photoreactive repair
GO:0000722	telomere maintenance via recombination
GO:0000723	telomere maintenance
GO:0000724	double-strand break repair via homologous recombination
GO:0000725	recombinational repair
GO:0000726	obsolete non-recombinational repair
GO:0000727	double-strand break repair via break-induced replication
GO:0000729	DNA double-strand break processing
GO:0000730	DNA recombinase assembly
GO:0000731	DNA synthesis involved in DNA repair
GO:0000733	obsolete DNA strand renaturation
GO:0000737	obsolete DNA catabolic process, endonucleolytic
GO:0000738	obsolete DNA catabolic process, exonucleolytic
GO:0000740	nuclear membrane fusion
GO:0000741	karyogamy
GO:0000746	obsolete conjugation
GO:0000747	conjugation with cellular fusion
GO:0000749	response to pheromone triggering conjugation with cellular fusion
GO:0000750	pheromone-dependent signal transduction involved in conjugation with cellular fusion
GO:0000751	mitotic cell cycle G1 arrest in response to pheromone
GO:0000755	cytogamy
GO:0000819	sister chromatid segregation
GO:0000820	regulation of glutamine family amino acid metabolic process
GO:0000902	cell morphogenesis
GO:0000904	obsolete cell morphogenesis involved in differentiation
GO:0000910	cytokinesis
GO:0000911	cytokinesis by cell plate formation
GO:0000912	assembly of actomyosin apparatus involved in cytokinesis
GO:0000913	preprophase band assembly
GO:0000914	phragmoplast assembly
GO:0000917	division septum assembly
GO:0000919	cell plate assembly
GO:0000920	septum digestion after cytokinesis
GO:0000956	nuclear-transcribed mRNA catabolic process
GO:0000957	mitochondrial RNA catabolic process
GO:0000958	mitochondrial mRNA catabolic process
GO:0000959	mitochondrial RNA metabolic process
GO:0000960	regulation of mitochondrial RNA catabolic process
GO:0000962	positive regulation of mitochondrial RNA catabolic process
GO:0000963	mitochondrial RNA processing
GO:0000965	mitochondrial RNA 3'-end processing
GO:0000966	RNA 5'-end processing
GO:0000967	rRNA 5'-end processing
GO:0000972	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0000973	post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery
GO:0001101	response to acid chemical
GO:0001172	RNA-templated transcription
GO:0001188	RNA polymerase I preinitiation complex assembly
GO:0001207	obsolete histone displacement
GO:0001208	obsolete histone H2A-H2B dimer displacement
GO:0001306	obsolete age-dependent response to oxidative stress
GO:0001315	obsolete age-dependent response to reactive oxygen species
GO:0001325	formation of extrachromosomal circular DNA
GO:0001403	invasive growth in response to glucose limitation
GO:0001501	skeletal system development
GO:0001503	ossification
GO:0001504	neurotransmitter uptake
GO:0001505	obsolete regulation of neurotransmitter levels
GO:0001508	action potential
GO:0001510	RNA methylation
GO:0001516	prostaglandin biosynthetic process
GO:0001522	pseudouridine synthesis
GO:0001523	retinoid metabolic process
GO:0001525	angiogenesis
GO:0001541	ovarian follicle development
GO:0001556	oocyte maturation
GO:0001558	regulation of cell growth
GO:0001560	regulation of cell growth by extracellular stimulus
GO:0001561	fatty acid alpha-oxidation
GO:0001562	response to protozoan
GO:0001568	blood vessel development
GO:0001573	ganglioside metabolic process
GO:0001578	microtubule bundle formation
GO:0001580	detection of chemical stimulus involved in sensory perception of bitter taste
GO:0001649	osteoblast differentiation
GO:0001654	eye development
GO:0001655	urogenital system development
GO:0001666	response to hypoxia
GO:0001667	ameboidal-type cell migration
GO:0001676	long-chain fatty acid metabolic process
GO:0001678	intracellular glucose homeostasis
GO:0001680	tRNA 3'-terminal CCA addition
GO:0001682	tRNA 5'-leader removal
GO:0001700	embryonic development via the syncytial blastoderm
GO:0001701	in utero embryonic development
GO:0001704	formation of primary germ layer
GO:0001706	endoderm formation
GO:0001707	mesoderm formation
GO:0001708	cell fate specification
GO:0001709	cell fate determination
GO:0001731	formation of translation preinitiation complex
GO:0001732	formation of cytoplasmic translation initiation complex
GO:0001736	establishment of planar polarity
GO:0001737	establishment of imaginal disc-derived wing hair orientation
GO:0001738	morphogenesis of a polarized epithelium
GO:0001745	compound eye morphogenesis
GO:0001751	compound eye photoreceptor cell differentiation
GO:0001752	compound eye photoreceptor fate commitment
GO:0001754	eye photoreceptor cell differentiation
GO:0001756	somitogenesis
GO:0001763	morphogenesis of a branching structure
GO:0001764	neuron migration
GO:0001775	cell activation
GO:0001776	leukocyte homeostasis
GO:0001816	cytokine production
GO:0001817	regulation of cytokine production
GO:0001818	negative regulation of cytokine production
GO:0001819	positive regulation of cytokine production
GO:0001822	kidney development
GO:0001824	blastocyst development
GO:0001825	blastocyst formation
GO:0001829	trophectodermal cell differentiation
GO:0001831	trophectodermal cellular morphogenesis
GO:0001832	blastocyst growth
GO:0001833	inner cell mass cell proliferation
GO:0001835	blastocyst hatching
GO:0001836	release of cytochrome c from mitochondria
GO:0001837	epithelial to mesenchymal transition
GO:0001838	embryonic epithelial tube formation
GO:0001841	neural tube formation
GO:0001843	neural tube closure
GO:0001881	receptor recycling
GO:0001887	selenium compound metabolic process
GO:0001889	liver development
GO:0001890	placenta development
GO:0001893	maternal placenta development
GO:0001894	tissue homeostasis
GO:0001895	retina homeostasis
GO:0001906	cell killing
GO:0001909	leukocyte mediated cytotoxicity
GO:0001910	regulation of leukocyte mediated cytotoxicity
GO:0001912	positive regulation of leukocyte mediated cytotoxicity
GO:0001913	T cell mediated cytotoxicity
GO:0001914	regulation of T cell mediated cytotoxicity
GO:0001916	positive regulation of T cell mediated cytotoxicity
GO:0001927	exocyst assembly
GO:0001932	regulation of protein phosphorylation
GO:0001933	negative regulation of protein phosphorylation
GO:0001934	positive regulation of protein phosphorylation
GO:0001935	endothelial cell proliferation
GO:0001936	regulation of endothelial cell proliferation
GO:0001937	negative regulation of endothelial cell proliferation
GO:0001941	postsynaptic membrane organization
GO:0001942	hair follicle development
GO:0001944	vasculature development
GO:0001947	heart looping
GO:0001952	regulation of cell-matrix adhesion
GO:0001953	negative regulation of cell-matrix adhesion
GO:0001959	regulation of cytokine-mediated signaling pathway
GO:0001961	positive regulation of cytokine-mediated signaling pathway
GO:0001973	G protein-coupled adenosine receptor signaling pathway
GO:0001974	blood vessel remodeling
GO:0001976	nervous system process involved in regulation of systemic arterial blood pressure
GO:0001990	regulation of systemic arterial blood pressure by hormone
GO:0002009	morphogenesis of an epithelium
GO:0002011	morphogenesis of an epithelial sheet
GO:0002016	regulation of blood volume by renin-angiotensin
GO:0002021	response to dietary excess
GO:0002026	regulation of the force of heart contraction
GO:0002027	regulation of heart rate
GO:0002028	regulation of sodium ion transport
GO:0002035	brain renin-angiotensin system
GO:0002062	chondrocyte differentiation
GO:0002064	epithelial cell development
GO:0002065	columnar/cuboidal epithelial cell differentiation
GO:0002066	columnar/cuboidal epithelial cell development
GO:0002072	optic cup morphogenesis involved in camera-type eye development
GO:0002082	regulation of oxidative phosphorylation
GO:0002084	protein depalmitoylation
GO:0002088	lens development in camera-type eye
GO:0002090	regulation of receptor internalization
GO:0002091	negative regulation of receptor internalization
GO:0002092	positive regulation of receptor internalization
GO:0002097	tRNA wobble base modification
GO:0002098	tRNA wobble uridine modification
GO:0002100	tRNA wobble adenosine to inosine editing
GO:0002119	nematode larval development
GO:0002138	retinoic acid biosynthetic process
GO:0002164	larval development
GO:0002165	instar larval or pupal development
GO:0002168	instar larval development
GO:0002181	cytoplasmic translation
GO:0002183	cytoplasmic translational initiation
GO:0002188	translation reinitiation
GO:0002190	cap-independent translational initiation
GO:0002192	IRES-dependent translational initiation of linear mRNA
GO:0002200	somatic diversification of immune receptors
GO:0002204	somatic recombination of immunoglobulin genes involved in immune response
GO:0002208	somatic diversification of immunoglobulins involved in immune response
GO:0002213	defense response to insect
GO:0002215	defense response to nematode
GO:0002218	activation of innate immune response
GO:0002220	innate immune response activating cell surface receptor signaling pathway
GO:0002221	pattern recognition receptor signaling pathway
GO:0002224	toll-like receptor signaling pathway
GO:0002229	defense response to oomycetes
GO:0002230	positive regulation of defense response to virus by host
GO:0002237	response to molecule of bacterial origin
GO:0002238	response to molecule of fungal origin
GO:0002239	response to oomycetes
GO:0002240	response to molecule of oomycetes origin
GO:0002244	hematopoietic progenitor cell differentiation
GO:0002250	adaptive immune response
GO:0002252	immune effector process
GO:0002253	activation of immune response
GO:0002260	lymphocyte homeostasis
GO:0002262	myeloid cell homeostasis
GO:0002263	cell activation involved in immune response
GO:0002274	myeloid leukocyte activation
GO:0002275	myeloid cell activation involved in immune response
GO:0002283	neutrophil activation involved in immune response
GO:0002285	lymphocyte activation involved in immune response
GO:0002286	T cell activation involved in immune response
GO:0002309	T cell proliferation involved in immune response
GO:0002312	B cell activation involved in immune response
GO:0002366	leukocyte activation involved in immune response
GO:0002376	immune system process
GO:0002377	immunoglobulin production
GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response
GO:0002429	immune response-activating cell surface receptor signaling pathway
GO:0002431	Fc receptor mediated stimulatory signaling pathway
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis
GO:0002440	production of molecular mediator of immune response
GO:0002443	leukocyte mediated immunity
GO:0002444	myeloid leukocyte mediated immunity
GO:0002446	neutrophil mediated immunity
GO:0002449	lymphocyte mediated immunity
GO:0002455	humoral immune response mediated by circulating immunoglobulin
GO:0002456	T cell mediated immunity
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I
GO:0002478	antigen processing and presentation of exogenous peptide antigen
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II
GO:0002520	immune system development
GO:0002521	leukocyte differentiation
GO:0002532	production of molecular mediator involved in inflammatory response
GO:0002538	arachidonic acid metabolite production involved in inflammatory response
GO:0002539	prostaglandin production involved in inflammatory response
GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus
GO:0002566	somatic diversification of immune receptors via somatic mutation
GO:0002576	platelet degranulation
GO:0002577	regulation of antigen processing and presentation
GO:0002579	positive regulation of antigen processing and presentation
GO:0002604	regulation of dendritic cell antigen processing and presentation
GO:0002606	positive regulation of dendritic cell antigen processing and presentation
GO:0002637	regulation of immunoglobulin production
GO:0002639	positive regulation of immunoglobulin production
GO:0002673	regulation of acute inflammatory response
GO:0002675	positive regulation of acute inflammatory response
GO:0002682	regulation of immune system process
GO:0002683	negative regulation of immune system process
GO:0002684	positive regulation of immune system process
GO:0002685	regulation of leukocyte migration
GO:0002686	negative regulation of leukocyte migration
GO:0002687	positive regulation of leukocyte migration
GO:0002688	regulation of leukocyte chemotaxis
GO:0002689	negative regulation of leukocyte chemotaxis
GO:0002690	positive regulation of leukocyte chemotaxis
GO:0002694	regulation of leukocyte activation
GO:0002695	negative regulation of leukocyte activation
GO:0002696	positive regulation of leukocyte activation
GO:0002697	regulation of immune effector process
GO:0002698	negative regulation of immune effector process
GO:0002699	positive regulation of immune effector process
GO:0002700	regulation of production of molecular mediator of immune response
GO:0002702	positive regulation of production of molecular mediator of immune response
GO:0002703	regulation of leukocyte mediated immunity
GO:0002705	positive regulation of leukocyte mediated immunity
GO:0002706	regulation of lymphocyte mediated immunity
GO:0002708	positive regulation of lymphocyte mediated immunity
GO:0002709	regulation of T cell mediated immunity
GO:0002711	positive regulation of T cell mediated immunity
GO:0002712	regulation of B cell mediated immunity
GO:0002714	positive regulation of B cell mediated immunity
GO:0002715	regulation of natural killer cell mediated immunity
GO:0002717	positive regulation of natural killer cell mediated immunity
GO:0002718	regulation of cytokine production involved in immune response
GO:0002720	positive regulation of cytokine production involved in immune response
GO:0002752	cell surface pattern recognition receptor signaling pathway
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway
GO:0002755	MyD88-dependent toll-like receptor signaling pathway
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0002757	immune response-activating signaling pathway
GO:0002758	innate immune response-activating signaling pathway
GO:0002761	regulation of myeloid leukocyte differentiation
GO:0002763	positive regulation of myeloid leukocyte differentiation
GO:0002764	immune response-regulating signaling pathway
GO:0002768	immune response-regulating cell surface receptor signaling pathway
GO:0002790	peptide secretion
GO:0002791	regulation of peptide secretion
GO:0002792	negative regulation of peptide secretion
GO:0002793	positive regulation of peptide secretion
GO:0002819	regulation of adaptive immune response
GO:0002821	positive regulation of adaptive immune response
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0002824	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0002828	regulation of type 2 immune response
GO:0002830	positive regulation of type 2 immune response
GO:0002831	regulation of response to biotic stimulus
GO:0002832	negative regulation of response to biotic stimulus
GO:0002833	positive regulation of response to biotic stimulus
GO:0002889	regulation of immunoglobulin mediated immune response
GO:0002891	positive regulation of immunoglobulin mediated immune response
GO:0002902	regulation of B cell apoptotic process
GO:0002903	negative regulation of B cell apoptotic process
GO:0002905	regulation of mature B cell apoptotic process
GO:0002906	negative regulation of mature B cell apoptotic process
GO:0002940	tRNA N2-guanine methylation
GO:0002943	tRNA dihydrouridine synthesis
GO:0002949	tRNA threonylcarbamoyladenosine modification
GO:0003002	regionalization
GO:0003006	developmental process involved in reproduction
GO:0003007	heart morphogenesis
GO:0003008	system process
GO:0003012	muscle system process
GO:0003013	circulatory system process
GO:0003014	renal system process
GO:0003015	heart process
GO:0003018	vascular process in circulatory system
GO:0003032	detection of oxygen
GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal
GO:0003068	regulation of systemic arterial blood pressure by acetylcholine
GO:0003069	acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure
GO:0003070	regulation of systemic arterial blood pressure by neurotransmitter
GO:0003073	regulation of systemic arterial blood pressure
GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin
GO:0003085	negative regulation of systemic arterial blood pressure
GO:0003091	renal water homeostasis
GO:0003094	glomerular filtration
GO:0003131	mesodermal-endodermal cell signaling
GO:0003143	embryonic heart tube morphogenesis
GO:0003205	cardiac chamber development
GO:0003230	cardiac atrium development
GO:0003254	regulation of membrane depolarization
GO:0003279	cardiac septum development
GO:0003283	atrial septum development
GO:0003300	cardiac muscle hypertrophy
GO:0003333	amino acid transmembrane transport
GO:0003334	keratinocyte development
GO:0003341	cilium movement
GO:0003351	epithelial cilium movement involved in extracellular fluid movement
GO:0003376	sphingosine-1-phosphate receptor signaling pathway
GO:0003382	epithelial cell morphogenesis
GO:0003400	regulation of COPII vesicle coating
GO:0005513	detection of calcium ion
GO:0005975	carbohydrate metabolic process
GO:0005976	polysaccharide metabolic process
GO:0005977	glycogen metabolic process
GO:0005978	glycogen biosynthetic process
GO:0005980	glycogen catabolic process
GO:0005982	starch metabolic process
GO:0005983	starch catabolic process
GO:0005984	disaccharide metabolic process
GO:0005985	sucrose metabolic process
GO:0005987	sucrose catabolic process
GO:0005991	trehalose metabolic process
GO:0005992	trehalose biosynthetic process
GO:0005993	trehalose catabolic process
GO:0005994	melibiose metabolic process
GO:0005995	melibiose catabolic process
GO:0005996	monosaccharide metabolic process
GO:0005997	xylulose metabolic process
GO:0006000	fructose metabolic process
GO:0006001	fructose catabolic process
GO:0006002	fructose 6-phosphate metabolic process
GO:0006003	fructose 2,6-bisphosphate metabolic process
GO:0006004	fucose metabolic process
GO:0006006	glucose metabolic process
GO:0006011	UDP-glucose metabolic process
GO:0006012	galactose metabolic process
GO:0006013	mannose metabolic process
GO:0006020	inositol metabolic process
GO:0006021	inositol biosynthetic process
GO:0006022	aminoglycan metabolic process
GO:0006023	aminoglycan biosynthetic process
GO:0006024	glycosaminoglycan biosynthetic process
GO:0006026	aminoglycan catabolic process
GO:0006027	glycosaminoglycan catabolic process
GO:0006029	proteoglycan metabolic process
GO:0006030	chitin metabolic process
GO:0006032	chitin catabolic process
GO:0006040	amino sugar metabolic process
GO:0006044	N-acetylglucosamine metabolic process
GO:0006047	UDP-N-acetylglucosamine metabolic process
GO:0006048	UDP-N-acetylglucosamine biosynthetic process
GO:0006063	uronic acid metabolic process
GO:0006065	UDP-glucuronate biosynthetic process
GO:0006066	alcohol metabolic process
GO:0006067	ethanol metabolic process
GO:0006069	obsolete ethanol oxidation
GO:0006071	glycerol metabolic process
GO:0006072	glycerol-3-phosphate metabolic process
GO:0006073	obsolete cellular glucan metabolic process
GO:0006074	(1->3)-beta-D-glucan metabolic process
GO:0006075	(1->3)-beta-D-glucan biosynthetic process
GO:0006076	(1->3)-beta-D-glucan catabolic process
GO:0006081	cellular aldehyde metabolic process
GO:0006082	organic acid metabolic process
GO:0006083	acetate metabolic process
GO:0006084	acetyl-CoA metabolic process
GO:0006085	acetyl-CoA biosynthetic process
GO:0006086	acetyl-CoA biosynthetic process from pyruvate
GO:0006089	lactate metabolic process
GO:0006090	pyruvate metabolic process
GO:0006091	generation of precursor metabolites and energy
GO:0006094	gluconeogenesis
GO:0006096	glycolytic process
GO:0006097	glyoxylate cycle
GO:0006098	pentose-phosphate shunt
GO:0006099	tricarboxylic acid cycle
GO:0006101	citrate metabolic process
GO:0006102	isocitrate metabolic process
GO:0006103	2-oxoglutarate metabolic process
GO:0006104	succinyl-CoA metabolic process
GO:0006105	succinate metabolic process
GO:0006107	oxaloacetate metabolic process
GO:0006108	malate metabolic process
GO:0006109	regulation of carbohydrate metabolic process
GO:0006110	regulation of glycolytic process
GO:0006111	regulation of gluconeogenesis
GO:0006112	energy reserve metabolic process
GO:0006114	glycerol biosynthetic process
GO:0006116	NADH oxidation
GO:0006117	acetaldehyde metabolic process
GO:0006119	oxidative phosphorylation
GO:0006120	mitochondrial electron transport, NADH to ubiquinone
GO:0006121	mitochondrial electron transport, succinate to ubiquinone
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
GO:0006127	glycerophosphate shuttle
GO:0006139	nucleobase-containing compound metabolic process
GO:0006140	regulation of nucleotide metabolic process
GO:0006144	purine nucleobase metabolic process
GO:0006145	purine nucleobase catabolic process
GO:0006152	purine nucleoside catabolic process
GO:0006163	purine nucleotide metabolic process
GO:0006164	purine nucleotide biosynthetic process
GO:0006165	obsolete nucleoside diphosphate phosphorylation
GO:0006166	purine ribonucleoside salvage
GO:0006167	AMP biosynthetic process
GO:0006168	adenine salvage
GO:0006169	adenosine salvage
GO:0006177	GMP biosynthetic process
GO:0006182	cGMP biosynthetic process
GO:0006183	GTP biosynthetic process
GO:0006188	IMP biosynthetic process
GO:0006189	'de novo' IMP biosynthetic process
GO:0006195	purine nucleotide catabolic process
GO:0006203	dGTP catabolic process
GO:0006206	pyrimidine nucleobase metabolic process
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process
GO:0006208	pyrimidine nucleobase catabolic process
GO:0006212	uracil catabolic process
GO:0006213	pyrimidine nucleoside metabolic process
GO:0006216	cytidine catabolic process
GO:0006218	uridine catabolic process
GO:0006220	pyrimidine nucleotide metabolic process
GO:0006221	pyrimidine nucleotide biosynthetic process
GO:0006222	UMP biosynthetic process
GO:0006226	dUMP biosynthetic process
GO:0006241	CTP biosynthetic process
GO:0006244	pyrimidine nucleotide catabolic process
GO:0006259	DNA metabolic process
GO:0006260	DNA replication
GO:0006261	DNA-templated DNA replication
GO:0006265	DNA topological change
GO:0006266	DNA ligation
GO:0006267	pre-replicative complex assembly involved in nuclear cell cycle DNA replication
GO:0006268	DNA unwinding involved in DNA replication
GO:0006269	DNA replication, synthesis of primer
GO:0006270	DNA replication initiation
GO:0006271	DNA strand elongation involved in DNA replication
GO:0006272	leading strand elongation
GO:0006273	lagging strand elongation
GO:0006275	regulation of DNA replication
GO:0006277	DNA amplification
GO:0006278	RNA-templated DNA biosynthetic process
GO:0006279	premeiotic DNA replication
GO:0006281	DNA repair
GO:0006282	regulation of DNA repair
GO:0006283	transcription-coupled nucleotide-excision repair
GO:0006284	base-excision repair
GO:0006285	base-excision repair, AP site formation
GO:0006287	base-excision repair, gap-filling
GO:0006289	nucleotide-excision repair
GO:0006290	pyrimidine dimer repair
GO:0006293	nucleotide-excision repair, preincision complex stabilization
GO:0006294	nucleotide-excision repair, preincision complex assembly
GO:0006296	obsolete nucleotide-excision repair, DNA incision, 5'-to lesion
GO:0006297	nucleotide-excision repair, DNA gap filling
GO:0006298	mismatch repair
GO:0006301	postreplication repair
GO:0006302	double-strand break repair
GO:0006303	double-strand break repair via nonhomologous end joining
GO:0006304	DNA modification
GO:0006305	obsolete DNA alkylation
GO:0006306	obsolete DNA methylation
GO:0006307	DNA alkylation repair
GO:0006308	DNA catabolic process
GO:0006309	apoptotic DNA fragmentation
GO:0006310	DNA recombination
GO:0006311	meiotic gene conversion
GO:0006312	mitotic recombination
GO:0006314	intron homing
GO:0006325	chromatin organization
GO:0006334	nucleosome assembly
GO:0006335	DNA replication-dependent chromatin assembly
GO:0006337	nucleosome disassembly
GO:0006338	chromatin remodeling
GO:0006346	DNA methylation-dependent heterochromatin formation
GO:0006349	obsolete regulation of gene expression by genomic imprinting
GO:0006351	DNA-templated transcription
GO:0006352	DNA-templated transcription initiation
GO:0006353	DNA-templated transcription termination
GO:0006354	DNA-templated transcription elongation
GO:0006355	regulation of DNA-templated transcription
GO:0006356	regulation of transcription by RNA polymerase I
GO:0006357	regulation of transcription by RNA polymerase II
GO:0006359	regulation of transcription by RNA polymerase III
GO:0006360	transcription by RNA polymerase I
GO:0006361	transcription initiation at RNA polymerase I promoter
GO:0006364	rRNA processing
GO:0006366	transcription by RNA polymerase II
GO:0006367	transcription initiation at RNA polymerase II promoter
GO:0006368	transcription elongation by RNA polymerase II
GO:0006369	termination of RNA polymerase II transcription
GO:0006370	7-methylguanosine mRNA capping
GO:0006376	mRNA splice site recognition
GO:0006378	obsolete mRNA polyadenylation
GO:0006379	obsolete mRNA cleavage
GO:0006382	adenosine to inosine editing
GO:0006383	transcription by RNA polymerase III
GO:0006384	transcription initiation at RNA polymerase III promoter
GO:0006388	tRNA splicing, via endonucleolytic cleavage and ligation
GO:0006390	mitochondrial transcription
GO:0006396	RNA processing
GO:0006397	mRNA processing
GO:0006399	tRNA metabolic process
GO:0006400	tRNA modification
GO:0006401	RNA catabolic process
GO:0006402	mRNA catabolic process
GO:0006403	RNA localization
